BGC0001106.0_reference vs CP107782.region017
--------------------------------------------
Query       Target                   Identity  Similarity
PRJNA747871_OG229_12090  PRJNA747871_OG301_26335  0.99      0.99      
PRJNA747871_OG229_12095  PRJNA747871_OG301_26330  1.00      1.00      
PRJNA747871_OG229_12100  PRJNA747871_OG301_26325  1.00      1.00      
PRJNA747871_OG229_12105  PRJNA747871_OG301_26320  0.99      0.99      
PRJNA747871_OG229_12110  PRJNA747871_OG301_26315  0.97      0.97      
PRJNA747871_OG229_12110  PRJNA747871_OG301_26410  0.96      0.97      
PRJNA747871_OG229_12115  PRJNA747871_OG301_26310  1.00      1.00      
PRJNA747871_OG229_12115  OG301_26405              0.30      0.31      
PRJNA747871_OG229_12120  PRJNA747871_OG301_26305  1.00      1.00      
PRJNA747871_OG229_12125  PRJNA747871_OG301_26300  1.00      1.00      
PRJNA747871_OG229_12130  PRJNA747871_OG301_26295  0.99      1.00      
PRJNA747871_OG229_12135  PRJNA747871_OG301_26290  1.00      1.00      
PRJNA747871_OG229_12140  PRJNA747871_OG301_26285  0.98      0.99      
PRJNA747871_OG229_12145  PRJNA747871_OG301_26280  0.85      0.90      
PRJNA747871_OG229_12150  PRJNA747871_OG301_26275  0.86      0.94      
PRJNA747871_OG229_12155  PRJNA747871_OG301_26270  1.00      1.00      
PRJNA747871_OG229_12160  PRJNA747871_OG301_26265  1.00      1.00      
PRJNA747871_OG229_12165  PRJNA747871_OG301_26260  1.00      1.00      
